user_id,label,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
102,비정상,78.83211678832117,75.26132404181185,73.97260273972603,68.35443037974683,69.90291262135922,72.72727272727273,74.48275862068965,75.0,73.97260273972603,74.22680412371133,71.76079734219269,67.7115987460815,70.58823529411765,74.22680412371133,74.48275862068965,75.26132404181185,72.48322147651007,71.52317880794702,71.52317880794702,68.35443037974683,72.97297297297298,75.78947368421053,75.52447552447553,74.22680412371133,70.35830618892508,70.12987012987013,71.52317880794702,68.78980891719745,74.48275862068965,77.14285714285714,74.48275862068965,72.72727272727273,69.6774193548387,70.81967213114754,72.48322147651007,71.52317880794702,70.35830618892508,82.44274809160305,72.97297297297298,70.12987012987013,69.23076923076923,71.52317880794702,73.46938775510205,72.72727272727273,75.0,75.52447552447553,71.76079734219269,69.6774193548387,69.6774193548387,73.22033898305085,75.0,67.7115987460815,80.0,73.72013651877133,69.90291262135922,69.45337620578778,70.81967213114754,75.78947368421053,75.26132404181185,72.24080267558529,73.22033898305085,72.24080267558529,70.58823529411765,70.81967213114754,72.97297297297298,75.78947368421053,74.48275862068965,71.05263157894737,71.05263157894737,71.52317880794702,71.2871287128713,72.24080267558529,74.48275862068965,75.52447552447553,74.22680412371133,69.6774193548387,70.58823529411765,72.0,72.72727272727273,72.72727272727273,74.48275862068965,75.0,71.2871287128713,69.00958466453675,71.2871287128713,72.97297297297298,75.26132404181185,73.72013651877133,74.48275862068965,73.97260273972603,62.42774566473988,,,,,,,,,
102,비정상,123.42857142857143,68.13880126182966,73.97260273972603,76.32508833922262,75.0,72.48322147651007,69.23076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,비정상,37.04974271012007,75.78947368421053,72.24080267558529,69.23076923076923,69.23076923076923,72.48322147651007,75.26132404181185,72.72727272727273,74.48275862068965,75.26132404181185,71.05263157894737,69.45337620578778,70.58823529411765,75.0,74.48275862068965,72.48322147651007,73.46938775510205,72.0,70.35830618892508,69.90291262135922,72.97297297297298,76.32508833922262,74.74048442906575,72.48322147651007,72.24080267558529,71.05263157894737,71.05263157894737,71.2871287128713,73.72013651877133,75.52447552447553,73.72013651877133,70.35830618892508,66.46153846153847,76.59574468085107,72.48322147651007,72.97297297297298,75.0,75.52447552447553,72.0,69.23076923076923,71.2871287128713,72.0,73.46938775510205,73.72013651877133,74.48275862068965,74.48275862068965,69.6774193548387,69.6774193548387,72.0,73.46938775510205,75.26132404181185,73.72013651877133,74.22680412371133,72.24080267558529,68.35443037974683,70.12987012987013,72.97297297297298,74.48275862068965,75.52447552447553,72.48322147651007,72.48322147651007,71.52317880794702,68.78980891719745,71.2871287128713,76.05633802816902,75.26132404181185,74.48275862068965,70.81967213114754,70.81967213114754,71.2871287128713,68.78980891719745,73.22033898305085,76.86832740213524,74.74048442906575,73.46938775510205,69.6774193548387,71.05263157894737,72.24080267558529,71.05263157894737,74.22680412371133,76.32508833922262,73.46938775510205,71.05263157894737,68.57142857142857,71.05263157894737,73.72013651877133,72.48322147651007,75.0,75.78947368421053,72.48322147651007,70.35830618892508,68.78980891719745,72.97297297297298,75.52447552447553,72.24080267558529,73.97260273972603,74.22680412371133,70.35830618892508,70.58823529411765,69.90291262135922
102,비정상,23.529411764705884,75.26132404181185,76.59574468085107,72.0,71.52317880794702,71.52317880794702,70.58823529411765,72.0,73.22033898305085,76.05633802816902,75.78947368421053,35.064935064935064,71.05263157894737,71.52317880794702,73.72013651877133,73.46938775510205,75.78947368421053,73.72013651877133,68.78980891719745,70.35830618892508,73.22033898305085,73.72013651877133,73.97260273972603,74.48275862068965,74.22680412371133,70.58823529411765,68.57142857142857,71.2871287128713,73.46938775510205,75.26132404181185,68.57142857142857,80.29739776951672,73.46938775510205,69.00958466453675,69.6774193548387,72.97297297297298,74.22680412371133,75.26132404181185,72.24080267558529,72.72727272727273,72.24080267558529,14.55525606469003,71.76079734219269,71.76079734219269,71.76079734219269,68.13880126182966,72.72727272727273,76.32508833922262,75.0,73.72013651877133,70.35830618892508,70.58823529411765,71.52317880794702,24.685714285714287,74.74048442906575,71.76079734219269,69.23076923076923,70.58823529411765,71.52317880794702,72.72727272727273,75.26132404181185,75.52447552447553,73.46938775510205,69.23076923076923,69.45337620578778,24.37923250564334,76.05633802816902,74.22680412371133,71.05263157894737,68.78980891719745,70.58823529411765,73.97260273972603,73.22033898305085,74.48275862068965,75.26132404181185,71.05263157894737,70.35830618892508,24.242424242424242,73.22033898305085,73.72013651877133,72.72727272727273,69.90291262135922,70.12987012987013,70.12987012987013,75.0,76.59574468085107,72.0,72.48322147651007,35.584843492586494,71.2871287128713,72.48322147651007,76.32508833922262,75.52447552447553,70.12987012987013,70.58823529411765,71.76079734219269,70.81967213114754,72.97297297297298,74.22680412371133,76.05633802816902
104,비정상,88.88888888888889,72.24080267558529,75.52447552447553,75.26132404181185,24.71395881006865,72.24080267558529,74.48275862068965,74.22680412371133,74.48275862068965,24.82758620689655,70.81967213114754,72.72727272727273,74.22680412371133,75.52447552447553,25.05800464037123,70.12987012987013,73.72013651877133,72.48322147651007,74.48275862068965,25.352112676056336,69.23076923076923,72.48322147651007,73.46938775510205,74.48275862068965,25.292740046838407,71.76079734219269,70.58823529411765,72.97297297297298,18.75,75.0,69.6774193548387,72.0,73.46938775510205,25.116279069767444,77.6978417266187,69.00958466453675,71.2871287128713,73.97260273972603,24.971098265895954,76.86832740213524,72.97297297297298,70.35830618892508,72.72727272727273,72.48322147651007,25.263157894736842,76.05633802816902,69.6774193548387,72.48322147651007,73.46938775510205,18.848167539267017,70.58823529411765,70.58823529411765,74.22680412371133,74.48275862068965,18.79895561357702,71.2871287128713,72.72727272727273,71.52317880794702,74.48275862068965,25.41176470588235,70.35830618892508,71.76079734219269,73.72013651877133,73.72013651877133,73.97260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,비정상,24.0,72.97297297297298,73.22033898305085,75.0,75.26132404181185,14.703880190605854,73.72013651877133,74.48275862068965,77.6978417266187,76.86832740213524,70.35830618892508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,비정상,24.43438914027149,77.6978417266187,72.48322147651007,71.05263157894737,72.97297297297298,72.72727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,비정상,24.94226327944573,71.05263157894737,72.48322147651007,72.97297297297298,73.46938775510205,73.97260273972603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,비정상,36.18090452261306,72.48322147651007,73.72013651877133,72.72727272727273,73.97260273972603,75.78947368421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,비정상,23.78854625550661,71.76079734219269,74.22680412371133,64.67065868263472,91.52542372881356,77.41935483870968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
